Year,Product line,Product type,Product,Order method type,Retailer country,Revenue,Planned revenue,Product cost,Quantity,Unit cost,Unit price,Gross profit,Unit sale price
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,United States,158594.8,177629.6,90576.0,10064.0,9.0,17.65,68018.8,16.13483871
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Mexico,15750.4,16238.0,8280.0,920.0,9.0,17.65,7470.4,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Brazil,16623.52,17138.15,8739.0,971.0,9.0,17.65,7884.52,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Japan,45644.68,51361.5,26190.0,2910.0,9.0,17.65,19454.68,16.06222222
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Singapore,34402.48,38282.85,19521.0,2169.0,9.0,17.65,14881.48,16.17666667
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Netherlands,17496.64,18038.3,9198.0,1022.0,9.0,17.65,8298.64,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Finland,18078.72,18638.4,9504.0,1056.0,9.0,17.65,8574.72,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Denmark,34898.84,40153.75,20475.0,2275.0,9.0,17.65,14423.84,15.9075
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,France,25908.68,30428.6,15516.0,1724.0,9.0,17.65,10392.68,15.47333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,United Kingdom,68429.36,73953.5,37710.0,4190.0,9.0,17.65,30719.36,16.56
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Austria,21076.37,22821.45,11637.0,1293.0,9.0,17.65,9439.37,16.65
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Telephone,Italy,3338.4,3441.75,1755.0,195.0,9.0,17.65,1583.4,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,United States,32784.8,33799.75,17235.0,1915.0,9.0,17.65,15549.8,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Mexico,8029.28,8277.85,4221.0,469.0,9.0,17.65,3808.28,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Korea,11744.32,12107.9,6174.0,686.0,9.0,17.65,5570.32,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Singapore,30712.88,34205.7,17442.0,1938.0,9.0,17.65,13270.88,16.168
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Finland,6591.2,6795.25,3465.0,385.0,9.0,17.65,3126.2,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,France,49281.28,52455.8,26748.0,2972.0,9.0,17.65,22533.28,16.75384615
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Germany,15554.2,17385.25,8865.0,985.0,9.0,17.65,6689.2,15.93
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Belgium,4493.2,5842.15,2979.0,331.0,9.0,17.65,1514.2,14.12333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Sales visit,Italy,25859.12,28416.5,14490.0,1610.0,9.0,17.65,11369.12,16.32666667
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,United States,45830.4,51273.25,26145.0,2905.0,9.0,17.65,19685.4,16.06222222
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Canada,8988.0,9266.25,4725.0,525.0,9.0,17.65,4263.0,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Mexico,24040.96,28240.0,14400.0,1600.0,9.0,17.65,9640.96,15.53333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Brazil,23090.32,26739.75,13635.0,1515.0,9.0,17.65,9455.32,15.76
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Japan,11367.68,11719.6,5976.0,664.0,9.0,17.65,5391.68,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Korea,52263.18,59745.25,30465.0,3385.0,9.0,17.65,21798.18,15.84
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,China,107155.58,118855.1,60606.0,6734.0,9.0,17.65,46549.58,16.25166667
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Singapore,5607.14,5842.15,2979.0,331.0,9.0,17.65,2628.14,16.94
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Netherlands,16936.56,20474.0,10440.0,1160.0,9.0,17.65,6496.56,15.53333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Sweden,5170.24,5330.3,2718.0,302.0,9.0,17.65,2452.24,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Finland,48990.88,55650.45,28377.0,3153.0,9.0,17.65,20613.88,15.93
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Denmark,14008.9,14490.65,7389.0,821.0,9.0,17.65,6619.9,17.06
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,France,4930.56,5083.2,2592.0,288.0,9.0,17.65,2338.56,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,United Kingdom,27407.44,32211.25,16425.0,1825.0,9.0,17.65,10982.44,15.76
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Belgium,11737.25,11737.25,5985.0,665.0,9.0,17.65,5752.25,17.65
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Austria,7458.76,8577.9,4374.0,486.0,9.0,17.65,3084.76,15.53333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Italy,9433.12,9725.15,4959.0,551.0,9.0,17.65,4474.12,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Web,Spain,35614.24,39994.9,20394.0,2266.0,9.0,17.65,15220.24,16.168
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Special,Japan,4502.56,4641.95,2367.0,263.0,9.0,17.65,2135.56,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Mail,Netherlands,16281.12,16785.15,8559.0,951.0,9.0,17.65,7722.12,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Mail,France,12140.56,13978.8,7128.0,792.0,9.0,17.65,5012.56,15.53333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Mail,Spain,3560.96,3671.2,1872.0,208.0,9.0,17.65,1688.96,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,United States,11299.2,11649.0,5940.0,660.0,9.0,17.65,5359.2,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Canada,85492.54,91815.3,46818.0,5202.0,9.0,17.65,38674.54,16.67090909
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Japan,46493.24,49949.5,25470.0,2830.0,9.0,17.65,21023.24,16.644000000000002
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Korea,13823.04,14402.4,7344.0,816.0,9.0,17.65,6479.04,16.94
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Netherlands,17783.6,20738.75,10575.0,1175.0,9.0,17.65,7208.6,15.53333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Germany,80337.78,88550.05,45153.0,5017.0,9.0,17.65,35184.78,16.352
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Italy,12171.56,14437.7,7362.0,818.0,9.0,17.65,4809.56,15.53333333
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,E-mail,Spain,3509.6,3618.25,1845.0,205.0,9.0,17.65,1664.6,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Fax,Japan,10591.76,12813.9,6534.0,726.0,9.0,17.65,4057.76,14.74
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Fax,France,3269.92,3371.15,1719.0,191.0,9.0,17.65,1550.92,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Pillow,Fax,Belgium,1712.0,1765.0,900.0,100.0,9.0,17.65,812.0,17.12
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,United States,570362.22,623118.72,389151.0,5964.0,65.25,104.48,181211.22,95.47125
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Canada,20211.36,21731.84,13572.0,208.0,65.25,104.48,6639.36,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Mexico,26235.9,28209.6,17617.5,270.0,65.25,104.48,8618.4,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Brazil,14769.84,15880.96,9918.0,152.0,65.25,104.48,4851.84,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Japan,210848.13,233826.24,146029.5,2238.0,65.25,104.48,64818.63,94.15
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,China,27013.26,29045.44,18139.5,278.0,65.25,104.48,8873.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Singapore,85140.0,95285.76,59508.0,912.0,65.25,104.48,25632.0,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Netherlands,25361.37,27269.28,17030.25,261.0,65.25,104.48,8331.12,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Sweden,17490.6,18806.4,11745.0,180.0,65.25,104.48,5745.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Denmark,46143.57,53180.32,33212.25,509.0,65.25,104.48,12931.32,90.375
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,France,108140.1,122032.64,76212.0,1168.0,65.25,104.48,31928.1,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,United Kingdom,258097.89,284499.04,177675.75,2723.0,65.25,104.48,80422.14,95.07923077
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Austria,41685.93,44821.92,27992.25,429.0,65.25,104.48,13693.68,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Telephone,Spain,17199.09,18492.96,11549.25,177.0,65.25,104.48,5649.84,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,United States,186802.29,207810.72,129782.25,1989.0,65.25,104.48,57020.04,94.15
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Mexico,147977.04,161944.0,101137.5,1550.0,65.25,104.48,46839.54,95.47125
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Korea,186539.97,205512.16,128346.75,1967.0,65.25,104.48,58193.22,95.22857143
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Singapore,189314.4,207706.24,129717.0,1988.0,65.25,104.48,59597.4,95.22857143
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Finland,31483.08,33851.52,21141.0,324.0,65.25,104.48,10342.08,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Denmark,27401.94,29463.36,18400.5,282.0,65.25,104.48,9001.44,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,France,154743.6,168839.68,105444.0,1616.0,65.25,104.48,49299.6,95.47125
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Germany,52763.31,56732.64,35430.75,543.0,65.25,104.48,17332.56,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Austria,11368.89,12224.16,7634.25,117.0,65.25,104.48,3734.64,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Sales visit,Italy,98821.89,106256.16,66359.25,1017.0,65.25,104.48,32462.64,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,United States,279923.16,313022.08,195489.0,2996.0,65.25,104.48,84434.16,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Canada,162176.73,174377.12,108902.25,1669.0,65.25,104.48,53274.48,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Mexico,47945.64,55687.84,34778.25,533.0,65.25,104.48,13167.39,90.375
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Brazil,162318.84,180959.36,113013.0,1732.0,65.25,104.48,49305.84,94.45200000000001
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Japan,80748.27,86822.88,54222.75,831.0,65.25,104.48,26525.52,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Korea,91577.01,102703.84,64140.75,983.0,65.25,104.48,27436.26,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,China,454095.3,501086.08,312939.0,4796.0,65.25,104.48,141156.3,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Netherlands,217423.74,239990.56,149879.25,2297.0,65.25,104.48,67544.49,95.66
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Sweden,69379.38,74598.72,46588.5,714.0,65.25,104.48,22790.88,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Finland,210476.46,234975.52,146747.25,2249.0,65.25,104.48,63729.21,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Denmark,21668.91,23299.04,14550.75,223.0,65.25,104.48,7118.16,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,France,122695.17,134570.24,84042.0,1288.0,65.25,104.48,38653.17,95.22857143
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Germany,96968.91,107405.44,67077.0,1028.0,65.25,104.48,29891.91,94.45200000000001
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,United Kingdom,209004.6,230587.36,144006.75,2207.0,65.25,104.48,64997.85,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Belgium,71349.99,78777.92,49198.5,754.0,65.25,104.48,22151.49,94.69909091
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Austria,79380.48,89852.8,56115.0,860.0,65.25,104.48,23265.48,93.7725
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Italy,35369.88,38030.72,23751.0,364.0,65.25,104.48,11618.88,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Web,Spain,171424.95,190049.12,118689.75,1819.0,65.25,104.48,52735.2,94.45200000000001
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Canada,47103.03,53598.24,33473.25,513.0,65.25,104.48,13629.78,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Mexico,15741.54,16925.76,10570.5,162.0,65.25,104.48,5171.04,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Special,Belgium,7287.75,7836.0,4893.75,75.0,65.25,104.48,2394.0,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,United States,49848.21,53598.24,33473.25,513.0,65.25,104.48,16374.96,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Korea,34495.35,37090.4,23163.75,355.0,65.25,104.48,11331.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Singapore,23320.8,25075.2,15660.0,240.0,65.25,104.48,7660.8,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Netherlands,14867.01,15985.44,9983.25,153.0,65.25,104.48,4883.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,France,43240.65,46493.6,29036.25,445.0,65.25,104.48,14204.4,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Mail,Germany,22543.44,24239.36,15138.0,232.0,65.25,104.48,7405.44,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,United States,30317.04,32597.76,20358.0,312.0,65.25,104.48,9959.04,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Canada,198171.12,215855.68,134806.5,2066.0,65.25,104.48,63364.62,95.93454545
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Japan,226462.59,249811.68,156012.75,2391.0,65.25,104.48,70449.84,94.45200000000001
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Korea,37896.3,40747.2,25447.5,390.0,65.25,104.48,12448.8,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Netherlands,17551.8,21940.8,13702.5,210.0,65.25,104.48,3849.3,83.58
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Sweden,49442.58,55792.32,34843.5,534.0,65.25,104.48,14599.08,92.64
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Germany,259225.89,286588.64,178980.75,2743.0,65.25,104.48,80245.14,94.45200000000001
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Italy,93580.23,106465.12,66489.75,1019.0,65.25,104.48,27090.48,91.734
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,E-mail,Spain,17296.26,18597.44,11614.5,178.0,65.25,104.48,5681.76,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Brazil,13409.46,14418.24,9004.5,138.0,65.25,104.48,4404.96,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Japan,14186.82,15254.08,9526.5,146.0,65.25,104.48,4660.32,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Singapore,19919.85,21418.4,13376.25,205.0,65.25,104.48,6543.6,97.17
2004,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,Fax,Finland,87744.51,94345.44,58920.75,903.0,65.25,104.48,28823.76,97.17
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,United States,502294.26,543015.9,370912.5,7065.0,52.5,76.86,131381.76,71.19125
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Canada,47319.76,50881.32,34755.0,662.0,52.5,76.86,12564.76,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Brazil,20586.24,22135.68,15120.0,288.0,52.5,76.86,5466.24,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Japan,249608.16,268395.12,183330.0,3492.0,52.5,76.86,66278.16,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,China,113152.84,121669.38,83107.5,1583.0,52.5,76.86,30045.34,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Singapore,109578.84,117826.38,80482.5,1533.0,52.5,76.86,29096.34,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Netherlands,121990.01,133121.52,90930.0,1732.0,52.5,76.86,31060.01,70.325
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Finland,38742.16,41658.12,28455.0,542.0,52.5,76.86,10287.16,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Denmark,56683.64,60949.98,41632.5,793.0,52.5,76.86,15051.14,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,France,279131.75,304211.88,207795.0,3958.0,52.5,76.86,71336.75,70.64
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,United Kingdom,310874.66,337645.98,230632.5,4393.0,52.5,76.86,80242.16,70.82
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Telephone,Austria,140458.2,151029.9,103162.5,1965.0,52.5,76.86,37295.7,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,United States,239034.23,258095.88,176295.0,3358.0,52.5,76.86,62739.23,71.19125
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Mexico,210465.95,228351.06,155977.5,2971.0,52.5,76.86,54488.45,70.96666667
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Korea,143317.4,154104.3,105262.5,2005.0,52.5,76.86,38054.9,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Singapore,99643.12,107142.84,73185.0,1394.0,52.5,76.86,26458.12,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Finland,73409.96,78935.22,53917.5,1027.0,52.5,76.86,19492.46,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Denmark,14653.4,15756.3,10762.5,205.0,52.5,76.86,3890.9,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,France,192567.12,207060.84,141435.0,2694.0,52.5,76.86,51132.12,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Germany,244804.33,265090.14,181072.5,3449.0,52.5,76.86,63731.83,71.06
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Belgium,24589.12,26439.84,18060.0,344.0,52.5,76.86,6529.12,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Austria,34723.34,38583.72,26355.0,502.0,52.5,76.86,8368.34,69.17
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Sales visit,Italy,206259.3,222970.86,152302.5,2901.0,52.5,76.86,53956.8,71.15
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,United States,533647.04,576296.28,393645.0,7498.0,52.5,76.86,140002.04,71.22333333
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Canada,119943.44,128971.08,88095.0,1678.0,52.5,76.86,31848.44,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Mexico,72266.28,77705.46,53077.5,1011.0,52.5,76.86,19188.78,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Brazil,198066.69,214208.82,146317.5,2787.0,52.5,76.86,51749.19,71.018
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Japan,142817.04,153566.28,104895.0,1998.0,52.5,76.86,37922.04,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Korea,244737.57,266319.9,181912.5,3465.0,52.5,76.86,62825.07,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,China,552689.55,598816.26,409027.5,7791.0,52.5,76.86,143662.05,71.018
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Singapore,116807.14,127203.3,86887.5,1655.0,52.5,76.86,29919.64,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Netherlands,87348.56,93922.92,64155.0,1222.0,52.5,76.86,23193.56,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Finland,270897.72,293989.5,200812.5,3825.0,52.5,76.86,70085.22,70.9025
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Denmark,97855.08,105836.22,72292.5,1377.0,52.5,76.86,25562.58,71.018
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,France,66190.48,71172.36,48615.0,926.0,52.5,76.86,17575.48,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Germany,151591.58,165172.14,112822.5,2149.0,52.5,76.86,38769.08,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,United Kingdom,215226.28,231425.46,158077.5,3011.0,52.5,76.86,57148.78,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Belgium,58776.7,63563.22,43417.5,827.0,52.5,76.86,15359.2,71.15
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Austria,76558.4,83085.66,56752.5,1081.0,52.5,76.86,19805.9,70.9025
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Italy,34167.44,36739.08,25095.0,478.0,52.5,76.86,9072.44,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Web,Spain,291627.34,314664.84,214935.0,4094.0,52.5,76.86,76692.34,71.249
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Special,Canada,89794.24,98380.8,67200.0,1280.0,52.5,76.86,22594.24,70.325
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Special,Singapore,71622.96,77013.72,52605.0,1002.0,52.5,76.86,19017.96,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Special,Belgium,8148.72,8762.04,5985.0,114.0,52.5,76.86,2163.72,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Mail,United States,95857.32,105605.64,72135.0,1374.0,52.5,76.86,23722.32,69.94
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Mail,Korea,43745.76,47038.32,32130.0,612.0,52.5,76.86,11615.76,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Mail,Netherlands,127663.28,137271.96,93765.0,1786.0,52.5,76.86,33898.28,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Mail,France,40386.2,43425.9,29662.5,565.0,52.5,76.86,10723.7,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Canada,274554.68,295219.26,201652.5,3841.0,52.5,76.86,72902.18,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Japan,273932.58,298370.52,203805.0,3882.0,52.5,76.86,70127.58,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Korea,31022.32,33357.24,22785.0,434.0,52.5,76.86,8237.32,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Netherlands,36883.68,39659.76,27090.0,516.0,52.5,76.86,9793.68,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Sweden,54433.99,59412.78,40582.5,773.0,52.5,76.86,13851.49,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Germany,147534.72,158639.04,108360.0,2064.0,52.5,76.86,39174.72,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Italy,103544.46,112753.62,77017.5,1467.0,52.5,76.86,26526.96,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,E-mail,Spain,52379.81,57030.12,38955.0,742.0,52.5,76.86,13424.81,70.325
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,United States,65402.64,71249.22,48667.5,927.0,52.5,76.86,16735.14,70.71
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Canada,22587.68,24287.76,16590.0,316.0,52.5,76.86,5997.68,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Brazil,22587.68,24287.76,16590.0,316.0,52.5,76.86,5997.68,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Japan,30849.82,34279.56,23415.0,446.0,52.5,76.86,7434.82,69.17
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Singapore,38527.69,42811.02,29242.5,557.0,52.5,76.86,9285.19,69.17
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Finland,30593.44,32896.08,22470.0,428.0,52.5,76.86,8123.44,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Germany,26233.16,28207.62,19267.5,367.0,52.5,76.86,6965.66,71.48
2004,Camping Equipment,Packs,Canyon Mule Climber Backpack,Fax,Belgium,8715.42,9684.36,6615.0,126.0,52.5,76.86,2100.42,69.17
